City,State,ELEV_M,TEMP,HI,RH,WDSP,PRCP,MAX,MIN,I_FOG,I_RAIN_DRIZZLE,I_SNOW_ICE,I_HAIL,I_THUNDER,I_TORNADO_FUNNEL,Season
Fresno,CA,101.5,65.25351648351648,63.739010989010985,50.13379120879121,1.8571428571428572,0.27774725274725276,100.94,30.2,4,30,0,0,4,0,Spring
Grand Rapids,MI,253,54.191428571428574,53.28846153846154,71.01923076923077,3.778296703296703,2.735164835164835,93.92,-0.94,41,148,15,0,22,0,Spring
Greensboro,NC,358.1,61.044285714285714,60.37362637362637,71.33763736263737,1.807967032967033,3.701648351648352,91.04,19.94,53,104,1,0,13,0,Spring
Greenville,SC,40.2,66.08576923076923,66.24725274725274,73.24532967032967,1.9857142857142858,3.2093406593406595,96.08,23,107,112,0,0,17,0,Spring
Harrisburg,PA,95.1,56.37467032967033,55.645604395604394,73.10631868131868,1.7497252747252747,1.5178571428571428,91.4,-0.94,17,56,1,0,8,0,Spring
Hartford,CT,24.7,57.02,56.26923076923077,73.40741758241758,2.6807692307692306,3.915934065934066,93.02,1.94,47,133,6,0,12,0,Spring
Houston,TX,4.9,72.13307692307693,73.74175824175825,76.61538461538461,2.9752747252747254,4.883241758241758,96.08,30.02,50,147,0,0,42,0,Spring
Huntsville,AL,187.5,63.902032967032966,63.47802197802198,69.71895604395604,1.9343406593406594,2.5846153846153848,91.94,17.96,13,89,0,0,17,0,Spring
Indianapolis,IN,269.1,58.21818681318681,57.54120879120879,72.47884615384615,3.318131868131868,3.1274725274725275,91.04,-0.04,40,144,10,0,23,0,Spring
Irvine,CA,124.7,73.2021978021978,71.63736263736264,39.136813186813185,2.3862637362637362,0.2368131868131868,107.96,34.52,7,29,0,0,4,0,Spring
Jacksonville,FL,7.9,71.40516483516484,72.71428571428571,79.51016483516483,2.9675824175824177,4.0733516483516485,98.06,28.04,51,125,0,0,52,0,Spring
Jersey City,NJ,32,55.716483516483514,54.92857142857143,72.47197802197802,1.6645604395604396,0.9876373626373626,91.4,-0.94,21,48,1,0,3,0,Spring
Kansas City,MO,303.9,59.17258241758242,58.5,68.21236263736263,4.0747252747252745,2.6282967032967033,93.92,10.04,15,100,9,0,28,0,Spring
Knoxville,TN,645.3,61.68714285714286,61.09615384615385,69.85604395604396,1.810989010989011,2.5456043956043954,89.96,15.8,36,90,1,0,12,0,Spring
Las Vegas,NV,1042.4,70.29351648351648,67.8076923076923,27.449175824175825,3.1598901098901098,0.1782967032967033,105.08,28.94,0,30,1,0,19,0,Spring
Lexington,KY,416.1,59.206703296703296,58.387362637362635,69.91483516483517,1.3041208791208792,2.214835164835165,89.06,8.06,52,101,7,0,11,0,Spring
Lincoln,NE,299.3,55.801043956043955,54.86538461538461,67.02472527472527,4.248626373626373,2.497802197802198,100.94,3.02,19,115,16,2,42,0,Spring
Little Rock,AR,88.4,66.0471978021978,66.31593406593407,71.60906593406594,2.1126373626373627,2.5604395604395602,93.92,17.96,29,84,1,0,17,0,Spring
Long Beach,CA,124.7,73.2021978021978,71.63736263736264,39.136813186813185,2.3862637362637362,0.2368131868131868,107.96,34.52,7,29,0,0,4,0,Spring
Los Angeles,CA,124.7,73.2021978021978,71.63736263736264,39.136813186813185,2.3862637362637362,0.2368131868131868,107.96,34.52,7,29,0,0,4,0,Spring
Louisville,KY,269.1,58.308681318681316,57.57692307692308,71.64587912087912,2.9934065934065934,2.2906593406593405,91.04,-0.04,31,108,9,0,20,0,Spring
Lubbock,TX,283.5,64.73923076923077,63.98076923076923,59.9739010989011,3.332967032967033,2.098901098901099,100.76,21.02,7,69,1,0,34,0,Spring
Madison,WI,201.8,52.62186813186813,51.84615384615385,74.98241758241758,3.764010989010989,3.0956043956043957,93.92,-7.96,24,60,2,0,12,0,Spring
Manchester,NH,24.7,57.24302197802198,56.50824175824176,74.13214285714285,3.191758241758242,4.201098901098901,84.92,1.94,50,135,5,0,14,0,Spring
Melbourne,FL,23.5,75.9110989010989,78.59615384615384,76.60274725274725,3.438736263736264,4.466208791208791,95,28.04,62,159,0,0,80,1,Spring
Memphis,TN,99.7,62.88434065934066,62.46978021978022,69.03076923076924,2.6914835164835167,2.9137362637362636,93.02,8.96,32,104,4,0,14,0,Spring
Miami,FL,2.4,80.69642857142857,86.10714285714286,75.36978021978022,3.5670329670329672,4.59065934065934,98.06,44.96,9,186,0,0,68,0,Spring
Milwaukee,WI,201.8,55.47021978021978,54.64835164835165,68.47912087912088,4.068131868131868,2.8906593406593406,96.98,-0.04,13,130,16,0,22,0,Spring
Minneapolis,MN,269.8,49.37593406593407,48.472527472527474,72.75,3.395879120879121,2.7964285714285713,95,-13,50,122,35,0,24,0,Spring
Mobile,AL,57.9,70.7529120879121,71.79120879120879,72.98241758241758,2.686813186813187,3.840934065934066,96.08,28.04,47,115,0,0,51,0,Spring
Nashville,TN,190.2,63.49456043956044,63.08791208791209,69.61098901098902,2.5387362637362636,2.292032967032967,93.02,15.98,27,107,3,0,15,0,Spring
New Haven,CT,24.7,56.76978021978022,56.02197802197802,73.27527472527473,2.648076923076923,3.6796703296703295,91.04,1.94,50,125,5,0,13,0,Spring
New Orleans,LA,1.2,73.73032967032967,75.69505494505495,71.11785714285715,3.9565934065934067,2.608791208791209,91.4,30.92,44,62,0,0,19,1,Spring
New York,NY,24.7,55.61214285714286,54.88186813186813,74.00137362637362,1.9802197802197803,1.1945054945054945,91.4,1.94,24,47,1,0,4,0,Spring
Newark,NJ,32,55.716483516483514,54.92857142857143,72.47197802197802,1.6645604395604396,0.9876373626373626,91.4,-0.94,21,48,1,0,3,0,Spring
Norfolk,VA,4,62.74340659340659,62.777472527472526,78.44862637362637,2.141208791208791,2.3997252747252746,96.8,19.94,12,42,0,0,3,0,Spring
Oakland,CA,46.3,63.13305785123967,61.77685950413223,56.241873278236916,2.1545454545454548,0.3975206611570248,100.04,30.02,19,40,1,0,1,0,Spring
Oklahoma City,OK,310,64.0137912087912,63.45054945054945,63.56840659340659,4.713186813186813,2.665934065934066,98.96,15.98,16,99,8,0,30,0,Spring
Olympia,WA,14.3,52.00620879120879,50.857142857142854,81.59203296703296,3.5425824175824174,1.6832417582417583,81.86,30.02,83,92,0,0,2,0,Spring
Omaha,NE,291.7,55.51521978021978,54.57967032967033,66.06758241758241,4.078021978021978,2.042032967032967,100.94,1.94,23,123,16,0,42,1,Spring
Orlando,FL,23.5,74.74456043956044,76.87637362637362,77.54395604395604,3.2755494505494505,4.018406593406594,96.08,28.04,70,151,0,0,66,0,Spring
Pensacola,FL,57.9,70.16692307692308,71.08516483516483,74.56346153846154,2.582692307692308,3.5076923076923077,96.08,28.04,48,113,0,0,52,0,Spring
Philadelphia,PA,32,55.716483516483514,54.92857142857143,72.47197802197802,1.6645604395604396,0.9876373626373626,91.4,-0.94,21,48,1,0,3,0,Spring
Phoenix,AZ,449,71.13615384615385,69.43681318681318,36.99093406593406,2.3142857142857145,0.5510989010989011,105.8,21.02,2,48,0,0,18,0,Spring
Pittsburgh,PA,603.2,55.79016483516484,54.89835164835165,71.02005494505495,1.8873626373626373,3.0173076923076922,89.06,-9.94,73,148,13,0,11,0,Spring
Plano,TX,165.8,68.12708791208792,68.29395604395604,66.68159340659341,2.7222527472527474,3.28021978021978,96.8,24.08,7,62,0,0,14,0,Spring
Portland,ME,40.5,54.396153846153844,53.49175824175824,71.10521978021978,3.4983516483516484,3.2697802197802197,93.92,-5.98,41,135,5,0,11,0,Spring
Portland,OR,16.8,53.77554945054945,52.67307692307692,78.07967032967034,1.5868131868131867,3.5596153846153844,91.04,26.06,69,189,0,0,0,0,Spring
Queens,NY,32,55.716483516483514,54.92857142857143,72.47197802197802,1.6645604395604396,0.9876373626373626,91.4,-0.94,21,48,1,0,3,0,Spring
Raleigh,NC,56.7,62.00956043956044,61.77472527472528,76.00631868131867,2.0173076923076922,3.9239010989010987,93.02,19.94,13,75,0,0,13,0,Spring
Reno,NV,18.9,60.11065934065934,58.28846153846154,50.893406593406596,2.0489010989010987,0.5942307692307692,98.96,24.08,9,45,2,1,8,0,Spring
Richmond,VA,7,63.377857142857145,63.40384615384615,75.75796703296703,2.1664835164835163,2.332967032967033,96.8,19.04,14,39,0,0,5,0,Spring
Rochester,NY,144.8,54.13010989010989,53.23626373626374,72.13489010989011,3.1153846153846154,2.4126373626373625,92.12,-7.06,14,86,19,0,6,0,Spring
Rockville,MD,62.5,59.43467032967033,58.92307692307692,75.35192307692307,1.914835164835165,3.7354395604395605,93.02,14,47,119,1,0,17,0,Spring
Sacramento,CA,46.3,63.13305785123967,61.77685950413223,56.241873278236916,2.1545454545454548,0.3975206611570248,100.04,30.02,19,40,1,0,1,0,Spring
Saint Louis,MO,102.4,59.918296703296704,59.40659340659341,70.16153846153846,3.0063186813186813,2.5741758241758244,96.08,-7.96,76,111,8,0,31,1,Spring
Saint Paul,MN,269.8,49.37593406593407,48.472527472527474,72.75,3.395879120879121,2.7964285714285713,95,-13,50,122,35,0,24,0,Spring
Saint Petersburg,FL,23.5,74.41620879120879,76.27747252747253,76.61016483516484,3.1142857142857143,3.0118131868131868,96.08,28.04,67,148,0,0,70,0,Spring
Salem,OR,16.8,53.77554945054945,52.67307692307692,78.07967032967034,1.5868131868131867,3.5596153846153844,91.04,26.06,69,189,0,0,0,0,Spring
Salt Lake City,UT,1804.7,52.457197802197804,50.40659340659341,46.87747252747253,2.7,0.5230769230769231,89.96,15.98,5,51,6,0,9,0,Spring
San Antonio,TX,145.1,71.63758241758242,72.50549450549451,67.70714285714286,3.2381868131868132,2.1535714285714285,98.96,33.08,40,109,0,0,27,0,Spring
San Diego,CA,124.7,74.80489010989011,73.07967032967034,33.47637362637363,2.685164835164835,0.20384615384615384,109.94,34.52,6,34,0,0,3,0,Spring
San Francisco,CA,33.2,63.16380165289256,61.83471074380165,56.61349862258953,2.1228650137741045,0.4931129476584022,98.96,32,11,34,0,0,2,0,Spring
San Jose,CA,46.3,63.13305785123967,61.77685950413223,56.241873278236916,2.1545454545454548,0.3975206611570248,100.04,30.02,19,40,1,0,1,0,Spring
Santa Barbara,CA,54.6,69.16851648351648,68.4065934065934,56.30521978021978,1.012087912087912,0.41620879120879123,95,37.04,6,29,0,0,0,0,Spring
Santa Rosa,CA,33.2,63.16380165289256,61.83471074380165,56.61349862258953,2.1228650137741045,0.4931129476584022,98.96,32,11,34,0,0,2,0,Spring
Seattle,WA,14.3,52.00620879120879,50.857142857142854,81.59203296703296,3.5425824175824174,1.6832417582417583,81.86,30.02,83,92,0,0,2,0,Spring
Shreveport,LA,87.8,66.7845054945055,66.9010989010989,70.88351648351649,2.1829670329670328,2.8332417582417584,96.26,26.96,12,30,0,0,8,0,Spring
Sioux Falls,SD,401.4,50.651263736263736,49.854395604395606,74.75467032967033,4.5442307692307695,2.3975274725274724,102.02,-9.04,30,109,18,0,30,0,Spring
Spokane,WA,364.5,48.926923076923075,47.2967032967033,65.24203296703297,2.146153846153846,1.562087912087912,92.3,17.96,14,39,8,0,0,0,Spring
Springfield,MO,392.3,61.25642857142857,60.642857142857146,69.35412087912088,3.201923076923077,2.45,91.04,15.08,28,96,6,0,27,0,Spring
Syracuse,NY,144.8,51.46274725274725,50.66208791208791,75.17967032967033,3.0945054945054946,3.649175824175824,93.02,-7.06,66,160,40,0,12,0,Spring
Tacoma,WA,14.3,52.83747252747253,51.59615384615385,77.93956043956044,3.372802197802198,1.582967032967033,87.08,30.02,117,150,0,0,2,0,Spring
Tampa,FL,23.5,74.89093406593406,77.0989010989011,76.48214285714286,3.1123626373626374,2.818406593406593,96.8,28.04,61,117,0,0,49,0,Spring
Tucson,AZ,1438.4,67.71516483516484,66.01373626373626,40.831593406593406,2.7728021978021977,0.9074175824175824,102.92,30.92,3,72,2,5,31,0,Spring
Tulsa,OK,198.1,63.534615384615385,63.17857142857143,66.70576923076923,3.736813186813187,2.857142857142857,93.92,17.06,19,94,1,0,29,0,Spring
Vancouver,WA,16.8,53.77554945054945,52.67307692307692,78.07967032967034,1.5868131868131867,3.5596153846153844,91.04,26.06,69,189,0,0,0,0,Spring
Virginia Beach,VA,4,64.10626373626374,64.14285714285714,77.28379120879121,3.190659340659341,3.3502747252747254,96.8,19.94,40,113,0,0,15,0,Spring
Washington,DC,88.4,58.32005494505494,57.60164835164835,71.45521978021978,2.512087912087912,3.1403846153846153,91.94,1.94,46,134,4,0,19,0,Spring
West Palm Beach,FL,3.1,79.02895604395604,83.0576923076923,75.37307692307692,3.9304945054945053,4.691208791208791,96.08,44.96,8,210,0,0,104,1,Spring
Wichita,KS,364.5,59.45543956043956,58.7967032967033,69.26703296703296,4.320054945054945,2.482142857142857,91.94,8.96,28,112,7,0,30,0,Spring
Winston-salem,NC,358.1,61.044285714285714,60.37362637362637,71.33763736263737,1.807967032967033,3.701648351648352,91.04,19.94,53,104,1,0,13,0,Spring
Akron,OH,393.2,71.09277173913044,71.41847826086956,71.47690217391305,2.8182065217391306,2.8940217391304346,93.02,44.06,13,78,0,0,30,0,Summer
Albany,NY,111.3,71.24244565217391,71.58967391304348,71.68315217391304,2.142119565217391,3.4078804347826086,105.08,39.92,35,160,0,0,13,0,Summer
Albuquerque,NM,1618.5,72.8991304347826,71.66032608695652,41.05516304347826,4.194293478260869,1.8796195652173913,102.02,44.96,9,167,1,2,66,0,Summer
Ann Arbor,MI,189.6,71.91695652173912,72.2554347826087,68.6258152173913,2.8766304347826086,3.1339673913043478,95,45.5,4,73,0,0,23,0,Summer
Arlington,TX,165.8,83.50641304347826,87.1875,63.60081521739131,3.220108695652174,2.0144021739130435,107.96,60.08,4,100,0,0,41,0,Summer
Arlington,VA,62.5,75.5658855585831,77.11444141689373,72.98174386920981,1.580926430517711,4.138692098092643,98.96,48.02,38,100,0,0,47,0,Summer
Asheville,NC,358.1,76.26141304347826,77.55163043478261,72.73994565217392,1.6559782608695652,3.1769021739130436,98.06,53.96,52,174,0,0,105,0,Summer
Athens,GA,104.6,78.55739130434783,81.1086956521739,74.59755434782609,1.4839673913043478,3.1959239130434782,102.92,51.98,37,160,0,0,104,0,Summer
Atlanta,GA,104.6,78.55739130434783,81.1086956521739,74.59755434782609,1.4839673913043478,3.1959239130434782,102.92,51.98,37,160,0,0,104,0,Summer
Augusta,GA,14,81.00695652173913,85.16304347826087,73.47065217391304,2.6652173913043478,3.884782608695652,102.02,57.02,58,210,0,1,157,0,Summer
Austin,TX,240.5,83.73972826086957,88.00815217391305,64.28777173913043,3.966576086956522,2.3220108695652173,107.06,64.04,16,84,0,0,37,0,Summer
Bakersfield,CA,54.6,72.75434782608696,72.85597826086956,65.8078804347826,1.3157608695652174,0.027717391304347826,114.08,55.04,3,10,0,0,1,0,Summer
Baltimore,MD,14.3,72.82272479564033,73.69209809264305,75.08910081743869,1.6046321525885558,2.331607629427793,96.8,42.8,25,73,0,0,34,0,Summer
Bellevue,WA,14.3,59.827608695652174,59.01086956521739,74.96358695652174,3.2557065217391306,0.3141304347826087,91.58,44.96,32,45,0,0,1,0,Summer
Bellingham,WA,14.3,60.38815217391304,59.380434782608695,69.12690217391304,2.6921195652173915,0.4217391304347826,96.44,30.74,32,45,0,0,1,0,Summer
Berkeley,CA,46.3,76.07016304347826,75.20923913043478,44.126902173913045,3.1008152173913044,0.016576086956521737,107.06,44.96,0,5,0,0,1,0,Summer
Birmingham,AL,187.5,80.89054347826087,84.6195652173913,70.95081521739131,2.1081521739130435,4.4138586956521735,100.04,57.92,28,195,0,0,135,0,Summer
Bloomington,IN,269.1,74.65853260869565,75.7336956521739,72.26603260869565,2.8388586956521737,4.013858695652174,96.08,48.02,41,155,0,0,96,0,Summer
Boise,ID,1528,63.99451086956522,62.08152173913044,42.346739130434784,2.0953804347826086,0.5627717391304348,98.06,30.92,6,67,2,0,18,0,Summer
Boston,MA,24.7,70.87853260869565,71.5163043478261,77.40081521739131,2.6192934782608694,2.1717391304347826,93.02,44.6,46,95,0,0,13,0,Summer
Boulder,CO,1793.1,62.33244565217392,60.47010869565217,46.64184782608696,3.2570652173913044,1.7894021739130435,95,26.06,11,195,0,7,123,1,Summer
Brooklyn,NY,32,72.38260869565218,72.99728260869566,72.3945652173913,1.361141304347826,1.6418478260869565,96.98,42.8,28,70,0,0,21,0,Summer
Buffalo,NY,647.4,69.49478260869566,69.47282608695652,68.2266304347826,2.875,2.6328804347826087,96.08,39.02,36,96,0,0,18,0,Summer
Burlington,VT,97.8,67.38076086956522,67.32336956521739,73.04510869565217,2.6293478260869567,1.6910326086956522,93.02,37.04,40,90,0,0,23,0,Summer
Charleston,SC,14,81.30288043478261,85.86684782608695,73.59972826086957,2.9434782608695653,4.148369565217391,100.04,62.06,54,214,0,1,155,0,Summer
Charlotte,NC,358.1,76.26141304347826,77.55163043478261,72.73994565217392,1.6559782608695652,3.1769021739130436,98.06,53.96,52,174,0,0,105,0,Summer
Chattanooga,TN,388.6,76.95010869565218,78.72826086956522,75.1758152173913,1.9081521739130434,2.7255434782608696,96.8,50,24,128,0,0,78,0,Summer
Chicago,IL,182.6,71.8841847826087,72.32608695652173,70.79592391304348,2.752445652173913,3.4842391304347826,96.98,42.8,45,119,0,0,63,0,Summer
Cincinnati,OH,269.1,73.60641304347826,74.53260869565217,73.57717391304348,2.3127717391304348,2.7021739130434783,93.92,48.02,23,79,0,0,46,0,Summer
Cleveland,OH,393.2,71.09277173913044,71.41847826086956,71.47690217391305,2.8182065217391306,2.8940217391304346,93.02,44.06,13,78,0,0,30,0,Summer
College Station,TX,13.4,83.31516304347826,90.03260869565217,73.3983695652174,2.297282608695652,3.2820652173913043,105.08,66.74,8,141,0,0,76,0,Summer
Colorado Springs,CO,1278.3,63.95195652173913,62.19836956521739,46.24402173913043,3.3527173913043478,1.4239130434782608,102.92,26.06,11,169,0,6,101,0,Summer
Columbia,SC,12.2,81.19233695652174,86.02717391304348,74.85516304347826,3.176358695652174,5.6081521739130435,100.04,59,45,202,0,0,147,0,Summer
Columbus,OH,393.2,71.33146739130434,71.71467391304348,72.76059782608695,2.7948369565217392,2.46875,92.12,44.96,11,70,0,0,31,0,Summer
Dallas,TX,165.8,83.50641304347826,87.1875,63.60081521739131,3.220108695652174,2.0144021739130435,107.96,60.08,4,100,0,0,41,0,Summer
Dayton,OH,269.1,72.87907608695652,73.67934782608695,73.78777173913043,2.527173913043478,3.2668478260869565,93.92,46.94,23,79,0,0,46,0,Summer
Denver,CO,1793.1,62.33244565217392,60.47010869565217,46.64184782608696,3.2570652173913044,1.7894021739130435,95,26.06,11,195,0,7,123,1,Summer
Des Moines,IA,264.6,73.71989130434783,74.8070652173913,72.23722826086957,3.523913043478261,4.026086956521739,100.94,44.06,38,145,0,2,93,0,Summer
Detroit,MI,393.2,71.09277173913044,71.41847826086956,71.47690217391305,2.8182065217391306,2.8940217391304346,93.02,44.06,13,78,0,0,30,0,Summer
Durham,NC,56.7,77.6133695652174,79.97826086956522,74.6991847826087,1.9353260869565216,3.7258152173913044,102.02,47.3,15,78,0,0,55,0,Summer
Eugene,OR,48.5,66.79527173913044,65.82065217391305,55.96005434782609,2.563858695652174,0.28043478260869564,107.96,35.06,20,40,2,0,3,0,Summer
Everett,WA,14.3,60.59701086956522,59.87771739130435,75.00217391304348,3.0714673913043478,0.20842391304347826,87.98,44.96,32,45,0,0,1,0,Summer
Fayetteville,AR,122.8,79.03038043478261,82.32608695652173,74.08804347826087,1.6459239130434782,3.5154891304347826,100.94,53.06,30,134,0,0,71,0,Summer
Fort Collins,CO,1793.1,67.38907608695652,65.93478260869566,44.987228260869564,2.8948369565217393,0.9907608695652174,102.92,32,8,90,0,1,60,1,Summer
Fort Lauderdale,FL,8.8,83.51472826086956,90.28532608695652,73.06304347826087,3.0244565217391304,7.231521739130435,96.08,69.98,14,265,0,0,199,1,Summer
Fort Myers,FL,3.1,83.08820652173912,89.57336956521739,74.204619565217385,3.3380434782608694,5.361413043478261,96.98,66.92,7,244,0,0,173,0,Summer
Fort Wayne,IN,189.6,72.3116847826087,72.67663043478261,66.97309782608696,3.1279891304347824,2.3807065217391306,96.08,42.8,6,103,0,0,37,0,Summer
Fort Worth,TX,192,84.03320652173913,87.32065217391305,60.938043478260866,3.2793478260869566,1.7182065217391305,107.96,59,4,95,0,0,35,0,Summer
Fresno,CA,101.5,81.72548913043478,80.22010869565217,32.577445652173914,2.764130434782609,0.03125,109.94,41,0,6,0,0,4,0,Summer
Grand Rapids,MI,253,71.23119565217391,71.49728260869566,69.85407608695652,3.086141304347826,3.1394021739130435,93.92,42.98,57,168,0,0,60,0,Summer
Greensboro,NC,358.1,76.26141304347826,77.55163043478261,72.73994565217392,1.6559782608695652,3.1769021739130436,98.06,53.96,52,174,0,0,105,0,Summer
Greenville,SC,40.2,80.68364130434783,84.41032608695652,72.15869565217392,2.046467391304348,3.257608695652174,105.08,57.02,65,190,0,0,126,0,Summer
Harrisburg,PA,95.1,72.77465940054496,73.49318801089919,72.78010899182561,1.5258855585831064,1.6348773841961852,96.8,42.8,17,73,0,0,37,0,Summer
Hartford,CT,24.7,71.83673913043478,72.4945652173913,73.54782608695652,2.4331521739130433,2.308423913043478,96.98,44.6,50,127,0,0,14,0,Summer
Houston,TX,4.9,82.45086956521739,88.96195652173913,76.56141304347827,2.951358695652174,6.746467391304348,104,62.96,28,179,0,0,97,1,Summer
Huntsville,AL,187.5,78.03451086956522,80.37228260869566,74.92826086956522,1.7733695652173913,3.797554347826087,98.96,50,27,130,0,0,98,0,Summer
Indianapolis,IN,269.1,74.65853260869565,75.7336956521739,72.26603260869565,2.8388586956521737,4.013858695652174,96.08,48.02,41,155,0,0,96,0,Summer
Irvine,CA,124.7,85.46978260869565,84.42391304347827,37.94592391304348,2.9809782608695654,0.1092391304347826,120.92,51.8,5,15,0,0,4,0,Summer
Jacksonville,FL,7.9,80.357880434782615,84.8288043478261,79.22907608695652,2.579891304347826,5.93179347826087,100.94,60.08,43,271,0,0,244,0,Summer
Jersey City,NJ,32,72.38260869565218,72.99728260869566,72.3945652173913,1.361141304347826,1.6418478260869565,96.98,42.8,28,70,0,0,21,0,Summer
Kansas City,MO,303.9,77.27097826086957,79.38858695652173,71.08396739130434,3.517119565217391,4.0410326086956525,100.04,51.98,21,135,0,0,82,0,Summer
Knoxville,TN,645.3,75.98309782608696,77.4211956521739,72.5883152173913,1.7529891304347827,2.161413043478261,102.02,48.2,26,131,0,0,74,0,Summer
Las Vegas,NV,1042.4,91.13880434782608,87.70923913043478,19.472554347826087,3.697282608695652,0.3665760869565217,116.96,50,0,69,0,0,57,0,Summer
Lexington,KY,416.1,73.85635869565218,74.77717391304348,74.80869565217391,0.9008152173913043,3.7247282608695653,93.92,48.2,99,134,0,0,73,0,Summer
Lincoln,NE,299.3,75.91119565217392,77.1304347826087,67.68016304347826,3.6883152173913043,3.9133152173913044,105.08,50,23,141,0,0,96,0,Summer
Little Rock,AR,88.4,81.35472826086956,86.19565217391305,73.09130434782608,2.1991847826086954,3.597282608695652,105.08,57.92,19,144,0,0,94,0,Summer
Long Beach,CA,124.7,85.46978260869565,84.42391304347827,37.94592391304348,2.9809782608695654,0.1092391304347826,120.92,51.8,5,15,0,0,4,0,Summer
Los Angeles,CA,124.7,85.46978260869565,84.42391304347827,37.94592391304348,2.9809782608695654,0.1092391304347826,120.92,51.8,5,15,0,0,4,0,Summer
Louisville,KY,269.1,74.54847826086957,75.6086956521739,72.33940217391304,2.505434782608696,3.0608695652173914,96.08,48.02,31,121,0,0,70,0,Summer
Lubbock,TX,283.5,79.44271739130434,80.51902173913044,56.46413043478261,3.2032608695652174,2.69375,102.92,51.98,6,120,0,0,94,0,Summer
Madison,WI,201.8,70.6804347826087,71.15489130434783,75.58152173913044,3.066576086956522,3.2081521739130436,93.02,42.08,34,80,0,2,43,0,Summer
Manchester,NH,24.7,70.97978260869566,71.625,77.28369565217392,2.8067934782608694,2.027717391304348,93.02,44.6,57,123,0,0,19,0,Summer
Melbourne,FL,23.5,81.48483695652173,86.99184782608695,77.53885869565218,2.954619565217391,6.6383152173913045,96.98,66.92,40,246,0,0,191,0,Summer
Memphis,TN,99.7,79.3654347826087,82.6195652173913,73.0266304347826,2.4453804347826087,3.6144021739130436,98.96,53.06,19,150,0,0,90,0,Summer
Miami,FL,2.4,84.3438043478261,92.51902173913044,73.69347826086957,2.880163043478261,5.796467391304348,96.08,69.98,14,232,0,0,171,0,Summer
Milwaukee,WI,201.8,72.76510869565217,73.09510869565217,66.22853260869566,3.4932065217391304,3.8855978260869564,96.98,42.08,10,161,0,3,84,0,Summer
Minneapolis,MN,269.8,69.24092391304347,69.25815217391305,70.90489130434783,2.9793478260869564,4.101902173913044,96.98,39.92,70,152,0,0,73,0,Summer
Mobile,AL,57.9,81.2720652173913,86.5,77.19836956521739,2.3247282608695654,6.881521739130434,100.94,59,53,239,0,0,181,1,Summer
Nashville,TN,190.2,78.5128804347826,81.05434782608695,73.6804347826087,2.14375,3.2679347826086955,100.04,46.04,13,113,0,0,71,0,Summer
New Haven,CT,24.7,71.53054347826087,72.17391304347827,74.86358695652174,2.305163043478261,2.435326086956522,96.98,42.98,64,128,0,0,26,0,Summer
New Orleans,LA,1.2,82.87543478260869,89.05978260869566,73.14891304347826,3.25,2.9016304347826085,98.96,62.06,28,102,0,0,81,0,Summer
New York,NY,24.7,71.71201086956522,72.30163043478261,74.39429347826086,1.7002717391304347,1.4309782608695651,96.98,42.8,29,62,0,0,19,0,Summer
Newark,NJ,32,72.38260869565218,72.99728260869566,72.3945652173913,1.361141304347826,1.6418478260869565,96.98,42.8,28,70,0,0,21,0,Summer
Norfolk,VA,4,77.70239130434783,80.5679347826087,77.45625,1.7953804347826088,2.7171195652173914,102.2,47.3,17,42,0,0,22,0,Summer
Oakland,CA,46.3,76.07016304347826,75.20923913043478,44.126902173913045,3.1008152173913044,0.016576086956521737,107.06,44.96,0,5,0,0,1,0,Summer
Oklahoma City,OK,310,81.62375,83.86684782608695,60.83641304347826,4.581793478260869,2.4019021739130433,111.02,53.96,11,117,0,0,60,0,Summer
Olympia,WA,14.3,59.827608695652174,59.01086956521739,74.96358695652174,3.2557065217391306,0.3141304347826087,91.58,44.96,32,45,0,0,1,0,Summer
Omaha,NE,291.7,75.68179347826087,76.77717391304348,65.86766304347826,3.5285326086956523,4.0839673913043475,100.94,50,27,152,0,2,102,0,Summer
Orlando,FL,23.5,80.56576086956521,85.54347826086956,80.19483695652174,2.6720108695652174,6.6116847826086955,96.98,66.92,54,257,0,0,209,1,Summer
Pensacola,FL,57.9,80.69733695652174,85.66032608695652,78.89021739130435,2.1182065217391304,5.85,100.94,59,59,235,0,0,181,0,Summer
Philadelphia,PA,32,72.38260869565218,72.99728260869566,72.3945652173913,1.361141304347826,1.6418478260869565,96.98,42.8,28,70,0,0,21,0,Summer
Phoenix,AZ,449,88.75380434782609,87.16304347826087,29.425271739130434,2.8133152173913043,0.7521739130434782,118.4,50,1,79,0,1,62,0,Summer
Pittsburgh,PA,603.2,71.44201086956522,71.88858695652173,73.86630434782609,1.7410326086956522,4.248097826086957,93.92,44.06,92,196,0,0,53,0,Summer
Plano,TX,165.8,82.98010869565218,86.5625,64.50326086956522,2.830978260869565,2.0244565217391304,105.98,60.08,3,75,0,0,29,0,Summer
Portland,ME,40.5,71.14951086956522,71.41847826086956,67.85190217391305,3.266304347826087,2.491304347826087,100.04,39.92,24,145,0,1,34,0,Summer
Portland,OR,16.8,67.71141304347826,66.90217391304348,58.48396739130435,2.564673913043478,0.38967391304347826,104,39.92,4,61,0,0,2,0,Summer
Queens,NY,32,72.38260869565218,72.99728260869566,72.3945652173913,1.361141304347826,1.6418478260869565,96.98,42.8,28,70,0,0,21,0,Summer
